day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;48800;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;523.0
-1;48800;KELP;2019;29;;;;;2022;24;;;;;2020.5;35.72705078125
-1;48900;KELP;2019;34;;;;;2022;27;;;;;2020.5;36.06787109375
-1;48900;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;523.0
-1;49000;KELP;2019;39;;;;;2022;32;;;;;2020.5;35.7958984375
-1;49000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;523.0
-1;49100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;523.0
-1;49100;KELP;2019;40;;;;;2022;32;;;;;2020.5;36.62939453125
-1;49200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;523.0
-1;49200;KELP;2019;21;;;;;2022;21;;;;;2020.5;35.9609375
-1;49300;KELP;2019;21;;;;;2022;22;;;;;2020.5;39.111328125
-1;49300;RAINFOREST_RESIN;9998;9;9996;1;9995;21;10004;1;10005;21;;;10001.0;523.0
-1;49400;KELP;2021;9;2020;5;2019;20;2022;20;;;;;2021.5;39.383056640625
-1;49400;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;523.0
-1;49500;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;523.0
-1;49500;KELP;2019;40;;;;;2022;32;;;;;2020.5;39.015869140625
-1;49600;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;523.0
-1;49600;KELP;2021;1;2019;24;;;2022;24;;;;;2021.5;38.686279296875
-1;49700;KELP;2019;28;;;;;2022;28;;;;;2020.5;38.784423828125
-1;49700;RAINFOREST_RESIN;9998;7;9996;2;9995;26;10004;2;10005;26;;;10001.0;523.0
-1;49800;KELP;2019;25;;;;;2020;5;2023;25;;;2019.5;37.862548828125
-1;49800;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;523.0
-1;49900;RAINFOREST_RESIN;9998;3;9995;23;;;10005;23;;;;;10001.5;523.0
-1;49900;KELP;2019;23;;;;;2023;23;;;;;2021.0;38.084716796875
-1;50000;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;525.0
-1;50000;KELP;2019;21;;;;;2022;1;2023;20;;;2020.5;40.59619140625
-1;50100;KELP;2019;24;;;;;2021;2;2022;24;;;2020.0;41.11181640625
-1;50100;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;525.0
-1;50200;KELP;2019;24;;;;;2023;24;;;;;2021.0;39.89990234375
-1;50200;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;525.0
-1;50300;RAINFOREST_RESIN;9995;30;;;;;10002;10;10005;30;;;9998.5;525.0
-1;50300;KELP;2019;30;;;;;2023;30;;;;;2021.0;39.5283203125
-1;50400;RAINFOREST_RESIN;9998;4;9996;1;9995;22;10000;2;10004;1;10005;22;9999.0;525.0
-1;50400;KELP;2019;23;;;;;2021;3;2023;23;;;2020.0;39.60400390625
-1;50500;KELP;2019;25;;;;;2023;25;;;;;2021.0;39.74072265625
-1;50500;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;525.0
-1;50600;KELP;2019;21;;;;;2020;6;2023;23;;;2019.5;39.4306640625
-1;50600;RAINFOREST_RESIN;10002;1;9996;2;9995;21;10004;2;10005;21;;;10003.0;525.0
-1;50700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;528.0
-1;50700;KELP;2020;24;;;;;2023;24;;;;;2021.5;39.1376953125
-1;50800;RAINFOREST_RESIN;10002;5;9996;2;9995;22;10004;2;10005;22;;;10003.0;528.0
-1;50800;KELP;2022;1;2020;24;;;2023;24;;;;;2022.5;38.57763671875
-1;50900;KELP;2020;28;;;;;2022;4;2023;28;;;2021.0;38.3251953125
-1;50900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;538.0
-1;51000;KELP;2020;28;;;;;2023;28;;;;;2021.5;38.68310546875
-1;51000;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;538.0
-1;51100;RAINFOREST_RESIN;9998;6;9996;1;9995;25;10004;1;10005;25;;;10001.0;538.0
-1;51100;KELP;2020;26;;;;;2023;26;;;;;2021.5;37.9169921875
-1;51200;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;538.0
-1;51200;KELP;2020;30;;;;;2023;30;;;;;2021.5;38.40869140625
-1;51300;KELP;2020;25;;;;;2023;25;;;;;2021.5;37.0126953125
-1;51300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;538.0
-1;51400;KELP;2020;30;;;;;2023;30;;;;;2021.5;40.5452880859375
-1;51400;RAINFOREST_RESIN;9995;30;;;;;10002;3;10005;30;;;9998.5;538.0
-1;51500;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;538.0
-1;51500;KELP;2022;1;2020;30;;;2023;30;;;;;2022.5;40.522216796875
-1;51600;RAINFOREST_RESIN;10000;5;9996;2;9995;22;10002;1;10004;2;10005;22;10001.0;538.0
-1;51600;KELP;2021;5;2020;24;;;2023;24;;;;;2022.0;40.5714111328125
-1;51700;KELP;2020;16;;;;;2023;20;;;;;2021.5;40.418701171875
-1;51700;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;540.0
-1;51800;KELP;2020;1;2019;24;;;2023;25;;;;;2021.5;40.2049560546875
-1;51800;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;550.0
-1;51900;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;550.0
-1;51900;KELP;2021;4;2019;24;;;2023;24;;;;;2022.0;40.0120849609375
-1;52000;RAINFOREST_RESIN;9998;3;9995;29;;;10005;29;;;;;10001.5;555.0
-1;52000;KELP;2019;29;;;;;2021;6;2023;29;;;2020.0;40.122802734375
-1;52100;KELP;2019;21;;;;;2023;21;;;;;2021.0;40.14306640625
-1;52100;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;555.0
-1;52200;KELP;2019;31;;;;;2023;31;;;;;2021.0;39.9715576171875
-1;52200;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;563.0
-1;52300;RAINFOREST_RESIN;10002;1;9996;1;9995;27;10004;1;10005;27;;;10003.0;563.0
-1;52300;KELP;2022;1;2019;28;;;2023;28;;;;;2022.5;40.07080078125
-1;52400;RAINFOREST_RESIN;9998;3;9996;1;9995;29;10004;1;10005;29;;;10001.0;565.0
-1;52400;KELP;2020;30;;;;;2023;30;;;;;2021.5;40.508544921875
-1;52500;KELP;2022;1;2020;28;;;2023;28;;;;;2022.5;40.4537353515625
-1;52500;RAINFOREST_RESIN;9996;1;9995;27;;;9998;1;10004;1;10005;27;9997.0;565.0
-1;52600;RAINFOREST_RESIN;9998;1;9996;1;9995;22;10000;4;10004;1;10005;22;9999.0;567.0
-1;52600;KELP;2020;1;2019;22;;;2021;4;2023;23;;;2020.5;40.1131591796875
-1;52700;KELP;2019;26;;;;;2023;27;;;;;2021.0;39.9593505859375
-1;52700;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;567.0
-1;52800;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;567.0
-1;52800;KELP;2019;26;;;;;2023;26;;;;;2021.0;40.204833984375
-1;52900;KELP;2020;30;;;;;2023;30;;;;;2021.5;40.2374267578125
-1;52900;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;567.0
-1;53000;RAINFOREST_RESIN;10002;1;9996;1;9995;20;10004;1;10005;20;;;10003.0;567.0
-1;53000;KELP;2020;21;;;;;2023;21;;;;;2021.5;40.3978271484375
-1;53100;KELP;2019;24;;;;;2023;24;;;;;2021.0;40.04736328125
-1;53100;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;569.0
-1;53200;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;569.0
-1;53200;KELP;2022;1;2019;31;;;2023;31;;;;;2022.5;40.0916748046875
-1;53300;KELP;2020;29;;;;;2023;29;;;;;2021.5;40.2462158203125
-1;53300;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;569.0
-1;53400;RAINFOREST_RESIN;9998;6;9996;2;9995;23;10004;2;10005;23;;;10001.0;569.0
-1;53400;KELP;2020;25;;;;;2023;25;;;;;2021.5;40.4691162109375
-1;53500;KELP;2020;23;;;;;2023;23;;;;;2021.5;40.3519287109375
-1;53500;RAINFOREST_RESIN;9996;2;9995;21;;;10002;1;10004;2;10005;21;9999.0;569.0
-1;53600;RAINFOREST_RESIN;9995;24;;;;;9998;9;10005;24;;;9996.5;569.0
-1;53600;KELP;2020;24;;;;;2023;24;;;;;2021.5;40.2330322265625
-1;53700;KELP;2019;30;;;;;2023;30;;;;;2021.0;40.1165771484375
-1;53700;RAINFOREST_RESIN;9998;1;9995;30;;;10005;30;;;;;10001.5;587.0
-1;53800;RAINFOREST_RESIN;10002;3;9995;30;;;10005;30;;;;;10003.5;587.0
-1;53800;KELP;2019;30;;;;;2023;30;;;;;2021.0;40.0958251953125
-1;53900;KELP;2019;27;;;;;2023;27;;;;;2021.0;40.0355224609375
-1;53900;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;593.0
-1;54000;RAINFOREST_RESIN;9998;6;9996;1;9995;30;10004;1;10005;30;;;10001.0;593.0
-1;54000;KELP;2020;31;;;;;2022;1;2023;31;;;2021.0;40.3927001953125
-1;54100;KELP;2020;24;;;;;2022;2;2023;24;;;2021.0;40.3529052734375
-1;54100;RAINFOREST_RESIN;9998;2;9996;2;9995;22;10004;2;10005;22;;;10001.0;593.0
-1;54200;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;593.0
-1;54200;KELP;2020;28;;;;;2023;28;;;;;2021.5;40.324951171875
-1;54300;KELP;2022;1;2019;25;;;2023;25;;;;;2022.5;39.991943359375
-1;54300;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;593.0
-1;54400;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;595.0
-1;54400;KELP;2019;29;;;;;2022;29;;;;;2020.5;39.7601318359375
-1;54500;KELP;2019;21;;;;;2022;21;;;;;2020.5;39.6639404296875
-1;54500;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;595.0
-1;54600;RAINFOREST_RESIN;10002;3;9995;27;;;10005;27;;;;;10003.5;595.0
-1;54600;KELP;2019;27;;;;;2023;27;;;;;2021.0;39.7939453125
-1;54700;KELP;2019;29;;;;;2020;4;2022;29;;;2019.5;39.755859375
-1;54700;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;601.0
-1;54800;RAINFOREST_RESIN;9998;8;9995;27;;;10005;27;;;;;10001.5;601.0
-1;54800;KELP;2019;27;;;;;2021;1;2022;27;;;2020.0;39.7220458984375
-1;54900;KELP;2019;29;;;;;2022;29;;;;;2020.5;39.669921875
-1;54900;RAINFOREST_RESIN;9996;1;9995;28;;;10002;3;10004;1;10005;28;9999.0;601.0
-1;55000;RAINFOREST_RESIN;9996;2;9995;28;;;10002;8;10004;2;10005;28;9999.0;601.0
-1;55000;KELP;2019;36;;;;;2022;30;;;;;2020.5;39.44677734375
-1;55100;KELP;2019;37;;;;;2022;29;;;;;2020.5;39.293701171875
-1;55100;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;601.0
-1;55200;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;603.0
-1;55200;KELP;2018;21;;;;;2019;3;2020;8;2022;23;2018.5;39.1605224609375
-1;55300;RAINFOREST_RESIN;9996;2;9995;27;;;9998;1;10002;2;10004;2;9997.0;603.0
-1;55300;KELP;2018;29;;;;;2022;29;;;;;2020.0;42.27490234375
-1;55400;RAINFOREST_RESIN;9998;3;9996;1;9995;21;10004;1;10005;21;;;10001.0;605.0
-1;55400;KELP;2019;2;2018;22;;;2022;22;;;;;2020.5;42.39697265625
-1;55500;KELP;2021;1;2019;4;2018;25;2022;25;;;;;2021.5;42.6953125
-1;55500;RAINFOREST_RESIN;9995;25;;;;;10002;9;10005;25;;;9998.5;605.0
-1;55600;KELP;2019;3;2018;26;;;2022;26;;;;;2020.5;42.49658203125
-1;55600;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;605.0
-1;55700;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;605.0
-1;55700;KELP;2019;25;;;;;2022;23;;;;;2020.5;42.85693359375
-1;55800;RAINFOREST_RESIN;9998;6;9996;1;9995;26;10004;1;10005;26;;;10001.0;606.0
-1;55800;KELP;2018;27;;;;;2022;27;;;;;2020.0;42.41064453125
-1;55900;KELP;2018;22;;;;;2022;22;;;;;2020.0;41.6630859375
-1;55900;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;606.0
-1;56000;KELP;2018;24;;;;;2019;3;2021;2;2022;22;2018.5;41.3037109375
-1;56000;RAINFOREST_RESIN;9996;2;9995;22;;;10002;10;10004;2;10005;22;9999.0;606.0
-1;56100;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;606.0
-1;56100;KELP;2019;22;;;;;2022;22;;;;;2020.5;43.32177734375
-1;56200;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;606.0
-1;56200;KELP;2020;2;2018;30;;;2022;30;;;;;2021.0;41.8980712890625
-1;56300;KELP;2019;6;2018;27;;;2022;27;;;;;2020.5;41.92431640625
-1;56300;RAINFOREST_RESIN;10002;1;9996;2;9995;25;10004;2;10005;25;;;10003.0;606.0
-1;56400;KELP;2018;31;;;;;2022;31;;;;;2020.0;41.9656982421875
-1;56400;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;608.0
-1;56500;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;608.0
-1;56500;KELP;2018;29;;;;;2022;29;;;;;2020.0;41.99462890625
-1;56600;RAINFOREST_RESIN;9996;2;9995;29;;;10002;4;10004;2;10005;29;9999.0;608.0
-1;56600;KELP;2019;2;2018;29;;;2022;31;;;;;2020.5;41.8448486328125
-1;56700;KELP;2020;6;2018;26;;;2022;26;;;;;2021.0;42.04541015625
-1;56700;RAINFOREST_RESIN;9998;3;9996;2;9995;24;10000;2;10004;2;10005;24;9999.0;608.0
-1;56800;KELP;2018;24;;;;;2021;2;2022;22;;;2019.5;42.150146484375
-1;56800;RAINFOREST_RESIN;10002;1;9998;10;9996;2;10004;2;10005;22;;;10003.0;608.0
-1;56900;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;610.0
-1;56900;KELP;2018;24;;;;;2021;22;;;;;2019.5;42.388671875
-1;57000;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;610.0
-1;57000;KELP;2018;28;;;;;2020;8;2021;28;;;2019.0;42.7210693359375
-1;57100;KELP;2017;27;;;;;2020;27;;;;;2018.5;43.2509765625
-1;57100;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;610.0
-1;57200;KELP;2019;1;2017;27;;;2020;27;;;;;2019.5;43.4073486328125
-1;57200;RAINFOREST_RESIN;10002;2;9996;1;9995;26;10004;1;10005;26;;;10003.0;610.0
-1;57300;RAINFOREST_RESIN;9996;1;9995;26;;;10002;9;10004;1;10005;26;9999.0;614.0
-1;57300;KELP;2017;27;;;;;2020;27;;;;;2018.5;43.3052978515625
-1;57400;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;614.0
-1;57400;KELP;2017;24;;;;;2019;2;2020;24;;;2018.0;43.3992919921875
-1;57500;KELP;2019;5;2017;30;;;2020;25;;;;;2019.5;43.3829345703125
-1;57500;RAINFOREST_RESIN;9998;5;9996;2;9995;23;10004;2;10005;23;;;10001.0;614.0
-1;57600;KELP;2017;24;;;;;2020;24;;;;;2018.5;43.306884765625
-1;57600;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;614.0
-1;57700;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;614.0
-1;57700;KELP;2017;29;;;;;2020;29;;;;;2018.5;43.32275390625
-1;57800;RAINFOREST_RESIN;9998;1;9996;2;9995;29;10004;2;10005;29;;;10001.0;614.0
-1;57800;KELP;2017;31;;;;;2020;2;2021;29;;;2018.5;43.11669921875
-1;57900;KELP;2017;27;;;;;2018;6;2019;5;2020;2;2017.5;43.1883544921875
-1;57900;RAINFOREST_RESIN;9996;2;9995;25;;;9998;1;10000;6;10004;2;9997.0;614.0
-1;58000;KELP;2017;29;;;;;2020;1;2021;24;;;2018.5;43.2021484375
-1;58000;RAINFOREST_RESIN;9996;1;9995;24;;;9998;4;10004;1;10005;24;9997.0;616.0
-1;58100;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;624.0
-1;58100;KELP;2017;23;;;;;2020;23;;;;;2018.5;43.509765625
-1;58200;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;627.0
-1;58200;KELP;2017;31;;;;;2020;31;;;;;2018.5;43.447265625
-1;58300;KELP;2017;29;;;;;2020;29;;;;;2018.5;43.49560546875
-1;58300;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;627.0
-1;58400;KELP;2016;23;;;;;2018;1;2019;23;;;2017.0;44.59130859375
-1;58400;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;627.0
-1;58500;RAINFOREST_RESIN;9995;21;;;;;10002;1;10005;21;;;9998.5;627.0
-1;58500;KELP;2016;21;;;;;2019;21;;;;;2017.5;45.943359375
-1;58600;RAINFOREST_RESIN;10002;1;9995;25;;;10005;25;;;;;10003.5;627.0
-1;58600;KELP;2015;25;;;;;2017;7;2019;25;;;2016.0;44.9169921875
-1;58700;KELP;2015;34;;;;;2018;32;;;;;2016.5;43.8427734375
-1;58700;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;629.0
-1;58800;KELP;2015;29;;;;;2019;29;;;;;2017.0;44.796875
-1;58800;RAINFOREST_RESIN;9995;29;;;;;10002;1;10005;29;;;9998.5;629.0
-1;58900;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;639.0
-1;58900;KELP;2015;25;;;;;2019;25;;;;;2017.0;45.3779296875
-1;59000;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;639.0
-1;59000;KELP;2016;22;;;;;2019;22;;;;;2017.5;46.5078125
-1;59100;KELP;2016;34;;;;;2019;27;;;;;2017.5;47.4326171875
-1;59100;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;639.0
-1;59200;KELP;2016;31;;;;;2020;31;;;;;2018.0;49.21630859375
-1;59200;RAINFOREST_RESIN;9998;4;9996;2;9995;29;10004;2;10005;29;;;10001.0;639.0
-1;59300;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;639.0
-1;59300;KELP;2016;26;;;;;2018;2;2019;27;;;2017.0;47.92578125
-1;59400;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;639.0
-1;59400;KELP;2015;22;;;;;2019;22;;;;;2017.0;46.25146484375
-1;59500;KELP;2015;23;;;;;2019;23;;;;;2017.0;46.5302734375
-1;59500;RAINFOREST_RESIN;10002;5;9995;23;;;10005;23;;;;;10003.5;639.0
-1;59600;KELP;2016;29;;;;;2019;29;;;;;2017.5;46.8798828125
-1;59600;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;649.0
-1;59700;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;649.0
-1;59700;KELP;2015;21;;;;;2018;21;;;;;2016.5;44.369140625
-1;59800;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;649.0
-1;59800;KELP;2015;25;;;;;2018;25;;;;;2016.5;44.7158203125
-1;59900;KELP;2015;24;;;;;2018;24;;;;;2016.5;44.345703125
-1;59900;RAINFOREST_RESIN;9996;1;9995;23;;;10002;6;10004;1;10005;23;9999.0;649.0
-1;60000;KELP;2015;22;;;;;2018;22;;;;;2016.5;44.6494140625
-1;60000;RAINFOREST_RESIN;9998;3;9995;22;;;10005;22;;;;;10001.5;649.0
-1;60100;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;650.0
-1;60100;KELP;2015;27;;;;;2018;27;;;;;2016.5;44.94140625
-1;60200;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;650.0
-1;60200;KELP;2016;3;2015;25;;;2018;25;;;;;2017.0;44.484130859375
-1;60300;KELP;2015;28;;;;;2018;28;;;;;2016.5;44.426513671875
-1;60300;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;658.0
-1;60400;KELP;2015;1;2014;20;;;2018;21;;;;;2016.5;44.23974609375
-1;60400;RAINFOREST_RESIN;9996;1;9995;20;;;9998;1;10004;1;10005;20;9997.0;658.0
-1;60500;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;660.0
-1;60500;KELP;2015;24;;;;;2018;24;;;;;2016.5;45.28857421875
-1;60600;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;660.0
-1;60600;KELP;2015;26;;;;;2018;24;;;;;2016.5;45.231201171875
-1;60700;KELP;2015;22;;;;;2017;5;2018;22;;;2016.0;45.215576171875
-1;60700;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;660.0
-1;60800;KELP;2015;31;;;;;2018;32;;;;;2016.5;45.242919921875
-1;60800;RAINFOREST_RESIN;10002;10;9996;2;9995;30;10004;2;10005;30;;;10003.0;660.0
-1;60900;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;680.0
-1;60900;KELP;2015;28;;;;;2017;4;2018;31;;;2016.0;44.7705078125
-1;61000;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;680.0
-1;61000;KELP;2015;28;;;;;2018;28;;;;;2016.5;45.031494140625
-1;61100;KELP;2015;29;;;;;2017;3;2018;29;;;2016.0;44.4521484375
-1;61100;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;680.0
-1;61200;KELP;2015;22;;;;;2016;2;2018;22;;;2015.5;44.944091796875
-1;61200;RAINFOREST_RESIN;9998;9;9996;1;9995;21;10000;2;10004;1;10005;21;9999.0;680.0
-1;61300;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;680.0
-1;61300;KELP;2015;23;;;;;2018;23;;;;;2016.5;45.474853515625
-1;61400;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;680.0
-1;61400;KELP;2015;31;;;;;2018;1;2019;30;;;2016.5;45.673095703125
-1;61500;KELP;2015;29;;;;;2018;29;;;;;2016.5;44.89794921875
-1;61500;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;680.0
-1;61600;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;680.0
-1;61600;KELP;2015;30;;;;;2017;5;2018;30;;;2016.0;44.472900390625
-1;61700;KELP;2014;26;;;;;2016;7;2017;27;;;2015.0;43.053466796875
-1;61700;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;680.0
-1;61800;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;680.0
-1;61800;KELP;2015;20;;;;;2018;20;;;;;2016.5;44.557373046875
-1;61900;KELP;2014;26;;;;;2017;26;;;;;2015.5;43.21435546875
-1;61900;RAINFOREST_RESIN;9995;26;;;;;9998;1;10005;26;;;9996.5;680.0
-1;62000;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;684.0
-1;62000;KELP;2016;1;2014;20;;;2017;20;;;;;2016.5;43.326416015625
-1;62100;KELP;2014;25;;;;;2017;25;;;;;2015.5;43.450927734375
-1;62100;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;684.0
-1;62200;RAINFOREST_RESIN;9995;25;;;;;10002;3;10005;25;;;9998.5;684.0
-1;62200;KELP;2014;25;;;;;2017;25;;;;;2015.5;43.179931640625
-1;62300;KELP;2014;22;;;;;2017;22;;;;;2015.5;43.386962890625
-1;62300;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;684.0
-1;62400;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;686.0
-1;62400;KELP;2014;25;;;;;2016;8;2018;25;;;2015.0;44.205810546875
-1;62500;KELP;2015;3;2014;23;;;2018;24;;;;;2016.5;44.25927734375
-1;62500;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;686.0
-1;62600;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;686.0
-1;62600;KELP;2015;29;;;;;2018;29;;;;;2016.5;45.168701171875
-1;62700;KELP;2015;26;;;;;2018;26;;;;;2016.5;45.089111328125
-1;62700;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;686.0
-1;62800;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;686.0
-1;62800;KELP;2015;25;;;;;2017;1;2019;26;;;2016.0;45.818115234375
-1;62900;KELP;2016;29;;;;;2018;1;2019;29;;;2017.0;46.8798828125
-1;62900;RAINFOREST_RESIN;9996;2;9995;27;;;9998;4;10004;2;10005;27;9997.0;686.0
-1;63000;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;694.0
-1;63000;KELP;2016;29;;;;;2018;4;2019;29;;;2017.0;46.98974609375
-1;63100;KELP;2016;25;;;;;2020;26;;;;;2018.0;47.9033203125
-1;63100;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;694.0
-1;63200;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;694.0
-1;63200;KELP;2016;28;;;;;2020;28;;;;;2018.0;47.97412109375
-1;63300;KELP;2016;32;;;;;2019;2;2020;30;;;2017.5;47.7294921875
-1;63300;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;694.0
-1;63400;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;694.0
-1;63400;KELP;2018;3;2016;26;;;2020;26;;;;;2019.0;47.85107421875
-1;63500;KELP;2016;22;;;;;2019;20;;;;;2017.5;47.5458984375
-1;63500;RAINFOREST_RESIN;9998;8;9995;20;;;10005;20;;;;;10001.5;694.0
-1;63600;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;694.0
-1;63600;KELP;2018;1;2016;21;;;2019;21;;;;;2018.5;47.364501953125
-1;63700;KELP;2017;8;2016;30;;;2019;2;2020;28;;;2018.0;47.727294921875
-1;63700;RAINFOREST_RESIN;9996;2;9995;28;;;10002;6;10004;2;10005;28;9999.0;694.0
