day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;41700;RAINFOREST_RESIN;10000;5;9995;21;;;10005;21;;;;;10002.5;401.0
-1;41700;KELP;2019;4;2017;21;;;2021;21;;;;;2020.0;1.040771484375
-1;41800;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;401.0
-1;41800;KELP;2018;24;;;;;2021;24;;;;;2019.5;1.45849609375
-1;41900;KELP;2018;22;;;;;2020;1;2021;22;;;2019.0;1.5089111328125
-1;41900;RAINFOREST_RESIN;9996;1;9995;21;;;9998;4;10004;1;10005;21;9997.0;401.0
-1;42000;KELP;2018;31;;;;;2020;5;2021;32;;;2019.0;1.6922607421875
-1;42000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;409.0
-1;42100;RAINFOREST_RESIN;9998;8;9996;2;9995;21;10004;2;10005;21;;;10001.0;409.0
-1;42100;KELP;2018;23;;;;;2021;2;2022;21;;;2019.5;1.821044921875
-1;42200;RAINFOREST_RESIN;10002;1;9995;28;;;10005;28;;;;;10003.5;409.0
-1;42200;KELP;2018;28;;;;;2022;28;;;;;2020.0;1.86669921875
-1;42300;KELP;2018;20;;;;;2019;7;2020;2;2022;20;2018.5;1.916748046875
-1;42300;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;411.0
-1;42400;KELP;2019;30;;;;;2022;31;;;;;2020.5;2.270263671875
-1;42400;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;411.0
-1;42500;RAINFOREST_RESIN;9995;24;;;;;10002;3;10005;24;;;9998.5;411.0
-1;42500;KELP;2019;24;;;;;2022;24;;;;;2020.5;2.24267578125
-1;42600;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;421.0
-1;42600;KELP;2019;26;;;;;2022;26;;;;;2020.5;2.341552734375
-1;42700;KELP;2018;26;;;;;2022;26;;;;;2020.0;2.0159912109375
-1;42700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;423.0
-1;42800;KELP;2019;30;;;;;2022;30;;;;;2020.5;2.259521484375
-1;42800;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;423.0
-1;42900;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;423.0
-1;42900;KELP;2019;25;;;;;2022;25;;;;;2020.5;2.489990234375
-1;43000;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;427.0
-1;43000;KELP;2020;2;2019;23;;;2023;23;;;;;2021.5;2.9769287109375
-1;43100;KELP;2020;21;;;;;2023;21;;;;;2021.5;3.334716796875
-1;43100;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;427.0
-1;43200;KELP;2019;21;;;;;2023;21;;;;;2021.0;3.0849609375
-1;43200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;427.0
-1;43300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;427.0
-1;43300;KELP;2019;25;;;;;2021;2;2023;25;;;2020.0;3.079345703125
-1;43400;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;427.0
-1;43400;KELP;2021;4;2020;24;;;2023;24;;;;;2022.0;3.2218017578125
-1;43500;KELP;2020;22;;;;;2022;7;2023;23;;;2021.0;3.2930908203125
-1;43500;RAINFOREST_RESIN;9998;7;9995;23;;;10005;23;;;;;10001.5;427.0
-1;43600;KELP;2020;5;2019;21;;;2023;23;;;;;2021.5;3.1668701171875
-1;43600;RAINFOREST_RESIN;9996;2;9995;21;;;10002;9;10004;2;10005;21;9999.0;427.0
-1;43700;KELP;2020;24;;;;;2023;24;;;;;2021.5;3.259521484375
-1;43700;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;427.0
-1;43800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;427.0
-1;43800;KELP;2020;35;;;;;2023;28;;;;;2021.5;3.4111328125
-1;43900;KELP;2020;36;;;;;2023;30;;;;;2021.5;3.2279052734375
-1;43900;RAINFOREST_RESIN;10002;4;9998;2;9996;1;10004;1;10005;29;;;10003.0;427.0
-1;44000;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;435.0
-1;44000;KELP;2020;22;;;;;2022;3;2023;22;;;2021.0;3.425048828125
-1;44100;KELP;2019;24;;;;;2023;24;;;;;2021.0;2.9339599609375
-1;44100;RAINFOREST_RESIN;9995;24;;;;;9998;1;10002;2;10005;24;9996.5;435.0
-1;44200;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;437.0
-1;44200;KELP;2019;21;;;;;2023;21;;;;;2021.0;2.8858642578125
-1;44300;KELP;2019;27;;;;;2023;27;;;;;2021.0;2.954833984375
-1;44300;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;437.0
-1;44400;RAINFOREST_RESIN;9998;7;9995;28;;;10005;28;;;;;10001.5;437.0
-1;44400;KELP;2018;28;;;;;2022;28;;;;;2020.0;2.13525390625
-1;44500;KELP;2021;1;2019;2;2018;21;2022;21;;;;;2021.5;2.177734375
-1;44500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;437.0
-1;44600;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;437.0
-1;44600;KELP;2019;24;;;;;2022;24;;;;;2020.5;2.3582763671875
-1;44700;KELP;2019;29;;;;;2022;29;;;;;2020.5;2.3116455078125
-1;44700;RAINFOREST_RESIN;9995;29;;;;;10002;10;10005;29;;;9998.5;437.0
-1;44800;RAINFOREST_RESIN;9995;29;;;;;9998;1;10002;10;10005;29;9996.5;437.0
-1;44800;KELP;2018;29;;;;;2022;29;;;;;2020.0;2.11083984375
-1;44900;KELP;2019;1;2018;26;;;2022;26;;;;;2020.5;2.037353515625
-1;44900;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;439.0
-1;45000;RAINFOREST_RESIN;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;439.0
-1;45000;KELP;2018;26;;;;;2022;26;;;;;2020.0;2.0570068359375
-1;45100;KELP;2019;27;;;;;2021;5;2022;27;;;2020.0;2.274169921875
-1;45100;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;441.0
-1;45200;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;441.0
-1;45200;KELP;2019;29;;;;;2021;6;2022;29;;;2020.0;2.229248046875
-1;45300;KELP;2018;26;;;;;2021;22;;;;;2019.5;1.727294921875
-1;45300;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;441.0
-1;45400;RAINFOREST_RESIN;9996;2;9995;21;;;9998;1;10004;2;10005;21;9997.0;441.0
-1;45400;KELP;2018;22;;;;;2020;2;2021;23;;;2019.0;1.42626953125
-1;45500;KELP;2018;25;;;;;2019;3;2021;25;;;2018.5;1.512939453125
-1;45500;RAINFOREST_RESIN;9996;1;9995;24;;;10000;3;10004;1;10005;24;9998.0;443.0
-1;45600;RAINFOREST_RESIN;9995;26;;;;;10002;5;10005;26;;;9998.5;443.0
-1;45600;KELP;2018;33;;;;;2021;26;;;;;2019.5;1.611328125
-1;45700;KELP;2018;24;;;;;2021;24;;;;;2019.5;1.624755859375
-1;45700;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;443.0
-1;45800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;443.0
-1;45800;KELP;2018;27;;;;;2021;28;;;;;2019.5;1.6888427734375
-1;45900;KELP;2019;4;2018;31;;;2022;31;;;;;2020.5;1.963623046875
-1;45900;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;443.0
-1;46000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;445.0
-1;46000;KELP;2019;2;2018;24;;;2022;26;;;;;2020.5;3.7989501953125
-1;46100;KELP;2019;25;;;;;2022;25;;;;;2020.5;3.7156982421875
-1;46100;RAINFOREST_RESIN;9998;6;9996;2;9995;23;10004;2;10005;23;;;10001.0;445.0
-1;46200;RAINFOREST_RESIN;9998;2;9996;1;9995;27;10004;1;10005;27;;;10001.0;445.0
-1;46200;KELP;2018;28;;;;;2021;1;2022;27;;;2019.5;4.1405029296875
-1;46300;KELP;2018;29;;;;;2021;29;;;;;2019.5;4.382080078125
-1;46300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;445.0
-1;46400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;445.0
-1;46400;KELP;2018;22;;;;;2022;22;;;;;2020.0;4.1650390625
-1;46500;KELP;2019;6;2018;31;;;2021;31;;;;;2020.0;4.2220458984375
-1;46500;RAINFOREST_RESIN;10000;6;9996;1;9995;30;10004;1;10005;30;;;10002.0;445.0
-1;46600;KELP;2019;3;2018;28;;;2021;1;2022;27;;;2020.0;4.1329345703125
-1;46600;RAINFOREST_RESIN;9998;10;9996;1;9995;27;10004;1;10005;27;;;10001.0;445.0
-1;46700;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;447.0
-1;46700;KELP;2019;26;;;;;2022;26;;;;;2020.5;3.7537841796875
-1;46800;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;447.0
-1;46800;KELP;2019;22;;;;;2022;22;;;;;2020.5;3.5057373046875
-1;46900;KELP;2021;1;2019;32;;;2022;32;;;;;2021.5;3.7275390625
-1;46900;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;447.0
-1;47000;KELP;2019;21;;;;;2022;21;;;;;2020.5;3.6534423828125
-1;47000;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;447.0
-1;47100;RAINFOREST_RESIN;9996;2;9995;24;;;9998;1;10004;2;10005;24;9997.0;447.0
-1;47100;KELP;2019;22;;;;;2022;26;;;;;2020.5;3.7265625
-1;47200;RAINFOREST_RESIN;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;449.0
-1;47200;KELP;2019;30;;;;;2022;30;;;;;2020.5;3.6988525390625
-1;47300;KELP;2019;25;;;;;2021;1;2022;25;;;2020.0;3.619140625
-1;47300;RAINFOREST_RESIN;10002;1;9998;3;9995;25;10005;25;;;;;10003.5;451.0
-1;47400;KELP;2019;25;;;;;2022;24;;;;;2020.5;3.4239501953125
-1;47400;RAINFOREST_RESIN;9995;24;;;;;10002;9;10005;24;;;9998.5;453.0
-1;47500;RAINFOREST_RESIN;9995;30;;;;;10002;1;10005;30;;;9998.5;453.0
-1;47500;KELP;2019;30;;;;;2021;6;2022;30;;;2020.0;3.4462890625
-1;47600;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;453.0
-1;47600;KELP;2019;28;;;;;2022;28;;;;;2020.5;3.2733154296875
-1;47700;KELP;2019;23;;;;;2022;23;;;;;2020.5;3.2333984375
-1;47700;RAINFOREST_RESIN;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;453.0
-1;47800;KELP;2019;23;;;;;2022;1;2023;22;;;2020.5;3.181884765625
-1;47800;RAINFOREST_RESIN;9996;1;9995;22;;;10002;8;10004;1;10005;22;9999.0;453.0
-1;47900;RAINFOREST_RESIN;10002;1;9995;27;;;10005;27;;;;;10003.5;453.0
-1;47900;KELP;2019;27;;;;;2023;27;;;;;2021.0;3.1646728515625
-1;48000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;455.0
-1;48000;KELP;2019;27;;;;;2023;27;;;;;2021.0;3.18359375
-1;48100;KELP;2019;22;;;;;2022;21;;;;;2020.5;3.3638916015625
-1;48100;RAINFOREST_RESIN;9995;21;;;;;10002;9;10005;21;;;9998.5;455.0
-1;48200;KELP;2019;25;;;;;2022;25;;;;;2020.5;3.419189453125
-1;48200;RAINFOREST_RESIN;9998;5;9995;25;;;10005;25;;;;;10001.5;457.0
-1;48300;RAINFOREST_RESIN;9996;1;9995;28;;;9998;1;10000;5;10004;1;9997.0;457.0
-1;48300;KELP;2018;29;;;;;2019;5;2022;29;;;2018.5;4.087890625
-1;48400;RAINFOREST_RESIN;9995;27;;;;;10002;7;10005;27;;;9998.5;459.0
-1;48400;KELP;2019;1;2018;27;;;2022;27;;;;;2020.5;9.185546875
-1;48500;KELP;2019;1;2018;29;;;2022;29;;;;;2020.5;8.9765625
-1;48500;RAINFOREST_RESIN;9995;29;;;;;9998;1;10005;29;;;9996.5;459.0
-1;48600;KELP;2019;1;2018;29;;;2022;29;;;;;2020.5;9.04736328125
-1;48600;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;461.0
-1;48700;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;463.0
-1;48700;KELP;2018;23;;;;;2022;23;;;;;2020.0;8.791015625
-1;48800;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;463.0
-1;48800;KELP;2019;29;;;;;2022;24;;;;;2020.5;9.96923828125
-1;48900;KELP;2019;34;;;;;2022;27;;;;;2020.5;10.423828125
-1;48900;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;463.0
-1;49000;KELP;2019;39;;;;;2022;32;;;;;2020.5;10.0615234375
-1;49000;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;463.0
-1;49100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;463.0
-1;49100;KELP;2019;40;;;;;2022;32;;;;;2020.5;11.17236328125
-1;49200;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;463.0
-1;49200;KELP;2019;21;;;;;2022;21;;;;;2020.5;10.28125
-1;49300;KELP;2019;21;;;;;2022;22;;;;;2020.5;13.5556640625
-1;49300;RAINFOREST_RESIN;9998;9;9996;1;9995;21;10004;1;10005;21;;;10001.0;463.0
-1;49400;KELP;2021;9;2020;5;2019;20;2022;20;;;;;2021.5;13.6915283203125
-1;49400;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;463.0
-1;49500;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;463.0
-1;49500;KELP;2019;40;;;;;2022;32;;;;;2020.5;13.5079345703125
-1;49600;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;463.0
-1;49600;KELP;2021;1;2019;24;;;2022;24;;;;;2021.5;13.3431396484375
-1;49700;KELP;2019;28;;;;;2022;28;;;;;2020.5;13.3922119140625
-1;49700;RAINFOREST_RESIN;9998;7;9996;2;9995;26;10004;2;10005;26;;;10001.0;463.0
-1;49800;KELP;2019;25;;;;;2020;5;2023;25;;;2019.5;12.9312744140625
-1;49800;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;463.0
-1;49900;RAINFOREST_RESIN;9998;3;9995;23;;;10005;23;;;;;10001.5;463.0
-1;49900;KELP;2019;23;;;;;2023;23;;;;;2021.0;13.0423583984375
-1;50000;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;467.0
-1;50000;KELP;2019;21;;;;;2022;1;2023;20;;;2020.5;15.447265625
-1;50100;KELP;2019;24;;;;;2021;2;2022;24;;;2020.0;15.833984375
-1;50100;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;467.0
-1;50200;KELP;2019;24;;;;;2023;24;;;;;2021.0;14.9248046875
-1;50200;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;467.0
-1;50300;RAINFOREST_RESIN;9995;30;;;;;10002;10;10005;30;;;9998.5;467.0
-1;50300;KELP;2019;30;;;;;2023;30;;;;;2021.0;14.646484375
-1;50400;RAINFOREST_RESIN;9998;4;9996;1;9995;22;10000;2;10004;1;10005;22;9999.0;467.0
-1;50400;KELP;2019;23;;;;;2021;3;2023;23;;;2020.0;14.703125
-1;50500;KELP;2019;25;;;;;2023;25;;;;;2021.0;14.8056640625
-1;50500;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;467.0
-1;50600;KELP;2019;21;;;;;2020;6;2023;23;;;2019.5;14.5732421875
-1;50600;RAINFOREST_RESIN;10002;1;9996;2;9995;21;10004;2;10005;21;;;10003.0;467.0
-1;50700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;470.0
-1;50700;KELP;2020;24;;;;;2023;24;;;;;2021.5;14.353515625
-1;50800;RAINFOREST_RESIN;10002;5;9996;2;9995;22;10004;2;10005;22;;;10003.0;470.0
-1;50800;KELP;2022;1;2020;24;;;2023;24;;;;;2022.5;13.93310546875
-1;50900;KELP;2020;28;;;;;2022;4;2023;28;;;2021.0;13.744140625
-1;50900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;480.0
-1;51000;KELP;2020;28;;;;;2023;28;;;;;2021.5;14.01220703125
-1;51000;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;480.0
-1;51100;RAINFOREST_RESIN;9998;6;9996;1;9995;25;10004;1;10005;25;;;10001.0;480.0
-1;51100;KELP;2020;26;;;;;2023;26;;;;;2021.5;13.4375
-1;51200;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;480.0
-1;51200;KELP;2020;30;;;;;2023;30;;;;;2021.5;13.806640625
-1;51300;KELP;2020;25;;;;;2023;25;;;;;2021.5;12.759765625
-1;51300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;480.0
-1;51400;KELP;2020;30;;;;;2023;30;;;;;2021.5;13.3642578125
-1;51400;RAINFOREST_RESIN;9995;30;;;;;10002;3;10005;30;;;9998.5;480.0
-1;51500;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;480.0
-1;51500;KELP;2022;1;2020;30;;;2023;30;;;;;2022.5;13.43359375
-1;51600;RAINFOREST_RESIN;10000;5;9996;2;9995;22;10002;1;10004;2;10005;22;10001.0;480.0
-1;51600;KELP;2021;5;2020;24;;;2023;24;;;;;2022.0;13.28564453125
-1;51700;KELP;2020;16;;;;;2023;20;;;;;2021.5;13.744140625
-1;51700;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;482.0
-1;51800;KELP;2020;1;2019;24;;;2023;25;;;;;2021.5;14.38525390625
-1;51800;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;487.0
-1;51900;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;487.0
-1;51900;KELP;2021;4;2019;24;;;2023;24;;;;;2022.0;14.9638671875
-1;52000;RAINFOREST_RESIN;9998;3;9995;29;;;10005;29;;;;;10001.5;492.0
-1;52000;KELP;2019;29;;;;;2021;6;2023;29;;;2020.0;14.6318359375
-1;52100;KELP;2019;21;;;;;2023;21;;;;;2021.0;14.57080078125
-1;52100;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;492.0
-1;52200;KELP;2019;31;;;;;2023;31;;;;;2021.0;15.08544921875
-1;52200;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;497.0
-1;52300;RAINFOREST_RESIN;10002;1;9996;1;9995;27;10004;1;10005;27;;;10003.0;497.0
-1;52300;KELP;2022;1;2019;28;;;2023;28;;;;;2022.5;14.78759765625
-1;52400;RAINFOREST_RESIN;9998;3;9996;1;9995;29;10004;1;10005;29;;;10001.0;499.0
-1;52400;KELP;2020;30;;;;;2023;30;;;;;2021.5;13.474609375
-1;52500;KELP;2022;1;2020;28;;;2023;28;;;;;2022.5;13.638671875
-1;52500;RAINFOREST_RESIN;9996;1;9995;27;;;9998;1;10004;1;10005;27;9997.0;499.0
-1;52600;RAINFOREST_RESIN;9998;1;9996;1;9995;22;10000;4;10004;1;10005;22;9999.0;501.0
-1;52600;KELP;2020;1;2019;22;;;2021;4;2023;23;;;2020.5;14.66064453125
-1;52700;KELP;2019;26;;;;;2023;27;;;;;2021.0;15.1220703125
-1;52700;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;501.0
-1;52800;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;501.0
-1;52800;KELP;2019;26;;;;;2023;26;;;;;2021.0;14.3857421875
-1;52900;KELP;2020;30;;;;;2023;30;;;;;2021.5;14.28759765625
-1;52900;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;501.0
-1;53000;RAINFOREST_RESIN;10002;1;9996;1;9995;20;10004;1;10005;20;;;10003.0;506.0
-1;53000;KELP;2020;21;;;;;2023;21;;;;;2021.5;13.806640625
-1;53100;KELP;2019;24;;;;;2023;24;;;;;2021.0;14.85791015625
-1;53100;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;508.0
-1;53200;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;508.0
-1;53200;KELP;2022;1;2019;31;;;2023;31;;;;;2022.5;14.72509765625
-1;53300;KELP;2020;29;;;;;2023;29;;;;;2021.5;14.26123046875
-1;53300;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;508.0
-1;53400;RAINFOREST_RESIN;9998;6;9996;2;9995;23;10004;2;10005;23;;;10001.0;508.0
-1;53400;KELP;2020;25;;;;;2023;25;;;;;2021.5;13.5927734375
-1;53500;KELP;2020;23;;;;;2023;23;;;;;2021.5;13.9443359375
-1;53500;RAINFOREST_RESIN;9996;2;9995;21;;;10002;1;10004;2;10005;21;9999.0;508.0
-1;53600;RAINFOREST_RESIN;9995;24;;;;;9998;9;10005;24;;;9996.5;508.0
-1;53600;KELP;2020;24;;;;;2023;24;;;;;2021.5;14.30078125
-1;53700;KELP;2019;30;;;;;2023;30;;;;;2021.0;14.650390625
-1;53700;RAINFOREST_RESIN;9998;1;9995;30;;;10005;30;;;;;10001.5;526.0
-1;53800;RAINFOREST_RESIN;10002;3;9995;30;;;10005;30;;;;;10003.5;526.0
-1;53800;KELP;2019;30;;;;;2023;30;;;;;2021.0;14.71240234375
-1;53900;KELP;2019;27;;;;;2023;27;;;;;2021.0;14.8935546875
-1;53900;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;532.0
-1;54000;RAINFOREST_RESIN;9998;6;9996;1;9995;30;10004;1;10005;30;;;10001.0;534.0
-1;54000;KELP;2020;31;;;;;2022;1;2023;31;;;2021.0;13.82177734375
-1;54100;KELP;2020;24;;;;;2022;2;2023;24;;;2021.0;13.94140625
-1;54100;RAINFOREST_RESIN;9998;2;9996;2;9995;22;10004;2;10005;22;;;10001.0;534.0
-1;54200;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;534.0
-1;54200;KELP;2020;28;;;;;2023;28;;;;;2021.5;14.025390625
-1;54300;KELP;2022;1;2019;25;;;2023;25;;;;;2022.5;15.0244140625
-1;54300;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;534.0
-1;54400;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;539.0
-1;54400;KELP;2019;29;;;;;2022;29;;;;;2020.5;15.7197265625
-1;54500;KELP;2019;21;;;;;2022;21;;;;;2020.5;16.00830078125
-1;54500;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;539.0
-1;54600;RAINFOREST_RESIN;10002;3;9995;27;;;10005;27;;;;;10003.5;539.0
-1;54600;KELP;2019;27;;;;;2023;27;;;;;2021.0;15.6181640625
-1;54700;KELP;2019;29;;;;;2020;4;2022;29;;;2019.5;15.732421875
-1;54700;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;545.0
-1;54800;RAINFOREST_RESIN;9998;8;9995;27;;;10005;27;;;;;10001.5;545.0
-1;54800;KELP;2019;27;;;;;2021;1;2022;27;;;2020.0;15.833984375
-1;54900;KELP;2019;29;;;;;2022;29;;;;;2020.5;15.990234375
-1;54900;RAINFOREST_RESIN;9996;1;9995;28;;;10002;3;10004;1;10005;28;9999.0;545.0
-1;55000;RAINFOREST_RESIN;9996;2;9995;28;;;10002;8;10004;2;10005;28;9999.0;545.0
-1;55000;KELP;2019;36;;;;;2022;30;;;;;2020.5;16.65966796875
-1;55100;KELP;2019;37;;;;;2022;29;;;;;2020.5;17.119140625
-1;55100;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;545.0
-1;55200;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;549.0
-1;55200;KELP;2018;21;;;;;2019;3;2020;8;2022;23;2018.5;17.5185546875
-1;55300;RAINFOREST_RESIN;9996;2;9995;27;;;9998;1;10002;2;10004;2;9997.0;549.0
-1;55300;KELP;2018;29;;;;;2022;29;;;;;2020.0;21.0
-1;55400;RAINFOREST_RESIN;9998;3;9996;1;9995;21;10004;1;10005;21;;;10001.0;551.0
-1;55400;KELP;2019;2;2018;22;;;2022;22;;;;;2020.5;21.0
-1;55500;KELP;2021;1;2019;4;2018;25;2022;25;;;;;2021.5;21.0
-1;55500;RAINFOREST_RESIN;9995;25;;;;;10002;9;10005;25;;;9998.5;551.0
-1;55600;KELP;2019;3;2018;26;;;2022;26;;;;;2020.5;21.0
-1;55600;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;551.0
-1;55700;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;551.0
-1;55700;KELP;2019;25;;;;;2022;23;;;;;2020.5;21.0
-1;55800;RAINFOREST_RESIN;9998;6;9996;1;9995;26;10004;1;10005;26;;;10001.0;552.0
-1;55800;KELP;2018;27;;;;;2022;27;;;;;2020.0;21.0
-1;55900;KELP;2018;22;;;;;2022;22;;;;;2020.0;21.0
-1;55900;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;552.0
-1;56000;KELP;2018;24;;;;;2019;3;2021;2;2022;22;2018.5;21.0
-1;56000;RAINFOREST_RESIN;9996;2;9995;22;;;10002;10;10004;2;10005;22;9999.0;552.0
-1;56100;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;552.0
-1;56100;KELP;2019;22;;;;;2022;22;;;;;2020.5;21.0
-1;56200;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;552.0
-1;56200;KELP;2020;2;2018;30;;;2022;30;;;;;2021.0;21.0
-1;56300;KELP;2019;6;2018;27;;;2022;27;;;;;2020.5;21.0
-1;56300;RAINFOREST_RESIN;10002;1;9996;2;9995;25;10004;2;10005;25;;;10003.0;552.0
-1;56400;KELP;2018;31;;;;;2022;31;;;;;2020.0;21.0
-1;56400;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;554.0
-1;56500;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;554.0
-1;56500;KELP;2018;29;;;;;2022;29;;;;;2020.0;21.0
-1;56600;RAINFOREST_RESIN;9996;2;9995;29;;;10002;4;10004;2;10005;29;9999.0;554.0
-1;56600;KELP;2019;2;2018;29;;;2022;31;;;;;2020.5;21.0
-1;56700;KELP;2020;6;2018;26;;;2022;26;;;;;2021.0;21.0
